,temp,humidity
151,50.66,62.82
152,48.1,65.65
153,51.93,61.95
154,49.15,66.55
155,48.13,65.19
156,49.78,62.96
157,50.2,64.38
158,50.62,64.66
159,50.95,68.97
160,48.39,66.97
161,51.57,61.88
162,50.41,62.48
163,47.82,65.31
164,50.61,66.24
165,48.99,64.2
166,50.83,68.54
167,50.83,62.93
168,48.48,63.6
169,47.82,64.29
170,50.28,66.48
171,48.26,62.91
172,48.68,66.0
173,50.43,59.41
174,50.08,63.03
175,50.11,63.49
176,48.55,67.25
177,48.84,66.36
178,48.71,65.83
179,50.47,64.67
180,47.17,63.02
181,49.38,63.81
182,49.06,68.67
183,48.6,65.62
184,49.93,63.62
185,48.85,62.03
186,47.46,61.17
187,50.43,62.56
188,49.4,61.6
189,48.2,60.63
190,48.53,68.42
191,48.11,67.12
192,48.24,64.05
193,48.07,64.72
194,50.1,58.58
195,47.52,62.0
196,48.11,61.74
197,48.6,63.65
198,47.35,62.01
199,47.56,64.65
200,48.96,62.93
201,48.21,63.09
202,48.42,62.98
203,46.85,61.52
204,48.72,63.66
205,47.67,60.85
206,46.79,62.59
207,44.38,65.01
208,45.89,64.22
209,45.65,58.25
210,46.4,60.93
211,46.44,60.88
212,47.8,61.51
213,45.28,60.44
214,44.92,62.36
215,47.11,60.16
216,46.25,61.62
217,45.77,58.69
218,43.9,64.43
219,46.68,59.42
220,45.02,60.52
221,45.91,62.2
222,45.64,60.29
223,43.54,58.25
224,43.3,63.96
225,44.21,62.13
226,43.76,60.0
227,44.55,59.65
228,43.08,60.42
229,43.81,60.03
230,43.49,62.11
231,43.67,59.45
232,44.25,56.02
233,42.5,59.81
234,43.92,58.46
235,44.57,58.52
236,42.09,58.59
237,42.22,59.77
238,42.66,56.3
239,42.54,58.12
240,42.37,56.56
241,42.03,55.7
242,43.09,53.97
243,40.13,55.25
244,37.82,58.5
245,40.75,62.56
246,40.06,57.2
247,40.56,57.44
248,41.43,56.22
249,40.05,56.16
250,37.99,54.52
251,39.08,57.97
252,37.64,54.99
253,39.1,59.9
254,40.15,54.19
255,38.92,55.7
256,39.01,54.29
257,37.94,57.03
258,38.92,54.83
259,39.06,54.47
260,36.92,53.7
261,36.68,54.3
262,37.47,57.03
263,36.78,52.49
264,36.88,49.21
265,34.97,54.94
266,37.5,51.52
267,35.97,49.83
268,35.68,51.85
269,32.98,54.32
270,33.9,51.66
271,34.93,52.44
272,36.94,49.95
273,34.18,57.13
274,34.81,50.91
275,35.25,51.27
276,34.67,49.68
277,31.92,52.7
278,34.23,49.97
279,33.21,52.49
280,32.87,51.14
281,32.0,51.44
282,31.19,53.34
283,31.82,49.03
284,34.05,49.88
285,31.87,48.12
286,32.62,50.22
287,32.89,50.12
288,30.83,51.29
289,31.49,47.28
290,29.69,51.03
291,29.7,44.95
292,31.08,47.94
293,29.78,49.06
294,28.75,49.52
295,30.18,45.58
296,28.92,45.94
297,30.02,45.11
298,29.26,48.79
299,27.08,45.12
300,28.38,41.51
301,28.22,44.97
302,27.22,41.03
303,27.56,47.0
304,29.42,42.0
305,28.48,39.47
306,27.3,45.08
307,26.66,42.91
308,27.5,42.66
309,27.64,41.03
310,24.28,46.38
311,25.37,43.73
312,27.06,36.9
313,25.14,41.45
314,25.76,40.56
315,23.97,46.44
316,24.56,45.42
317,24.03,38.01
318,24.39,44.95
319,23.2,37.58
320,23.62,41.18
321,24.61,42.44
322,22.32,42.15
323,23.84,41.37
324,23.31,37.82
325,23.46,42.13
326,20.49,38.69
327,21.71,39.64
328,21.6,39.64
329,21.77,36.66
330,21.39,40.4
331,19.88,40.65
332,20.28,37.58
333,19.38,37.21
334,19.27,39.57
335,19.35,40.91
336,19.01,37.2
337,19.77,36.23
338,18.85,39.2
339,19.06,36.34
340,19.61,33.92
341,18.76,35.38
342,17.01,36.79
343,18.1,32.43
344,16.29,34.64
345,17.34,38.32
346,17.8,37.56
347,17.68,30.66
348,18.65,31.7
349,18.1,31.57
350,14.14,36.31
351,16.26,35.25
352,16.11,33.73
353,15.84,32.34
354,16.74,35.61
355,16.32,35.51
356,14.47,36.09
357,15.32,35.43
358,14.64,34.39
359,13.82,35.85
360,13.76,33.5
361,13.45,30.74
362,14.73,30.77
363,13.49,29.15
364,13.44,31.88
365,14.67,28.31
366,11.87,33.82
367,12.59,34.5
368,11.23,30.57
369,14.13,27.89
370,11.65,33.35
371,9.98,31.68
372,12.09,33.0
373,10.49,34.1
374,10.31,27.7
375,9.57,28.46
376,10.04,31.86
377,9.74,28.39
378,10.16,29.87
379,9.09,27.26
380,11.24,26.31
381,7.8,28.95
382,10.17,28.03
383,9.89,25.27
384,9.45,27.2
385,9.52,28.87
386,6.99,29.71
387,9.56,24.66
388,9.38,24.8
389,8.15,27.39
390,7.58,28.29
391,6.62,24.6
392,6.59,27.2
393,6.04,22.37
394,4.78,27.48
395,7.11,28.7
396,8.2,31.12
397,6.08,25.55
398,5.44,25.97
399,6.99,24.22
400,7.11,25.61
401,5.99,27.22
402,6.59,27.34
403,7.34,25.55
404,6.99,23.77
405,5.61,25.8
406,4.75,24.43
407,4.86,23.79
408,4.49,21.73
409,4.64,24.41
410,3.72,22.12
411,3.76,26.29
412,3.74,26.1
413,3.91,23.69
414,5.1,20.08
415,3.27,25.46
416,4.54,20.48
417,4.68,24.5
418,4.65,23.11
419,2.84,20.78
420,2.68,21.18
421,3.29,23.07
422,4.81,20.77
423,1.77,23.07
424,4.98,18.2
425,3.5,21.31
426,3.35,20.66
427,1.09,22.73
428,2.7,21.2
429,0.92,22.59
430,1.01,20.96
431,1.19,22.52
432,2.01,22.12
433,1.98,21.24
434,1.63,22.68
435,1.29,23.27
436,3.09,17.19
437,0.1,19.66
438,2.32,20.28
439,-0.0,21.25
440,-0.49,21.67
441,-0.03,21.69
442,2.86,22.41
443,1.24,23.27
444,0.1,22.15
445,0.93,21.12
446,0.65,25.88
447,0.12,18.4
448,-0.1,19.46
449,-0.37,20.38
450,0.05,21.07
451,0.53,17.12
452,1.87,21.88
453,-0.71,20.66
454,-0.14,19.3
455,0.26,18.44
456,-0.06,16.91
457,0.7,18.35
458,0.56,21.32
459,-1.33,20.82
460,0.21,18.38
461,0.52,20.63
462,-0.4,18.97
463,-0.28,20.51
464,0.5,19.85
465,-0.25,15.7
466,-0.86,19.55
467,-1.04,16.51
468,-0.45,20.84
469,0.46,21.24
470,-0.65,19.29
471,0.92,23.89
472,1.08,21.19
473,-0.35,19.29
474,0.15,19.04
475,-1.76,20.74
476,0.59,20.41
477,-0.97,19.41
478,-1.37,20.5
479,1.47,18.89
480,-0.72,20.02
481,-1.34,18.26
482,2.71,19.54
483,0.25,19.57
484,-0.6,16.95
485,0.62,22.39
486,-1.31,22.03
487,0.22,22.81
488,0.64,25.94
489,0.32,25.03
490,1.58,20.84
491,0.13,17.92
492,0.03,17.57
493,1.61,19.32
494,1.35,19.4
495,-0.27,23.37
496,0.85,20.64
497,0.96,18.28
498,0.14,17.4
499,1.47,20.21
500,-0.11,20.89
501,0.78,20.16
502,1.33,24.89
503,1.44,23.28
504,1.82,21.69
505,1.98,20.54
506,1.46,18.51
507,3.29,22.29
508,1.15,22.34
509,2.35,19.4
510,1.52,20.7
511,3.33,23.68
512,2.01,22.6
513,4.05,20.42
514,2.94,23.71
515,2.28,22.24
516,1.55,19.82
517,1.62,24.55
518,1.66,23.6
519,3.18,24.86
520,3.19,23.11
521,3.01,22.55
522,4.71,20.82
523,4.93,19.02
524,2.66,26.63
525,2.89,24.38
526,4.21,23.46
527,3.06,23.29
528,4.57,23.25
529,4.77,25.23
530,5.95,23.45
531,3.36,22.25
532,3.3,25.45
533,3.15,25.53
534,4.5,25.2
535,3.92,20.18
536,4.05,26.54
537,4.84,25.34
538,3.84,23.34
539,4.08,28.71
540,6.67,24.09
541,5.96,21.95
542,3.18,26.04
543,5.53,26.47
544,4.78,23.42
545,6.88,25.41
546,7.97,19.86
547,6.15,22.93
548,8.03,26.86
549,6.78,24.9
550,8.86,26.46
551,7.87,28.07
552,8.53,25.66
553,9.25,26.27
554,7.76,24.69
555,8.74,28.36
556,8.31,32.67
557,10.09,28.41
558,9.14,31.96
559,10.3,28.05
560,9.26,27.77
561,9.81,26.2
562,9.33,26.28
563,7.29,30.71
564,10.81,30.62
565,9.23,30.73
566,10.05,26.96
567,10.26,29.76
568,11.21,32.42
569,11.54,29.03
570,12.45,31.06
571,11.04,27.46
572,12.77,26.46
573,13.82,30.25
574,11.48,33.79
575,11.97,33.38
576,13.05,30.19
577,11.56,34.93
578,14.12,31.22
579,13.16,32.48
580,12.94,33.33
581,12.96,34.37
582,13.43,32.5
583,14.49,31.37
584,14.36,34.91
585,13.07,33.27
586,13.01,31.04
587,12.82,31.11
588,14.96,34.83
589,15.79,31.96
590,14.46,34.4
591,14.8,33.46
592,16.24,34.02
593,15.21,36.8
594,16.58,35.44
595,17.03,38.06
596,15.34,37.18
597,18.07,36.0
598,18.67,35.48
599,17.98,36.66
600,19.43,36.28
601,17.93,34.92
602,19.08,35.7
603,17.83,39.99
604,18.37,38.45
605,19.21,39.58
606,18.32,38.82
607,19.69,39.02
608,21.22,37.69
609,21.99,39.26
610,18.51,39.31
611,20.83,36.08
612,21.06,39.71
613,20.48,38.06
614,21.49,36.54
615,21.35,41.14
616,21.56,40.96
617,21.9,42.26
618,22.83,41.65
619,22.09,35.09
620,23.28,43.41
621,23.7,37.13
622,22.72,40.78
623,25.1,41.19
624,24.23,43.79
625,23.85,39.25
626,23.91,42.54
627,25.69,41.98
628,25.35,41.14
629,27.52,40.48
630,27.02,42.09
631,24.42,39.18
632,25.07,43.95
633,24.57,44.73
634,26.72,46.03
635,26.79,43.5
636,27.51,41.71
637,26.62,43.73
638,26.86,44.51
639,29.71,40.98
640,27.04,43.45
641,28.24,45.02
642,27.86,45.2
643,29.35,46.52
644,27.82,45.98
645,28.95,45.62
646,31.97,42.15
647,27.79,47.81
648,29.75,44.12
649,29.9,47.99
650,31.86,46.98
651,29.61,50.05
652,27.37,47.41
653,30.63,47.09
654,31.37,47.21
655,33.29,44.78
656,30.13,49.88
657,31.86,48.5
658,31.65,49.8
659,32.17,49.1
660,35.13,48.59
661,32.6,52.42
662,32.74,50.63
663,33.2,49.13
664,35.28,49.69
665,32.73,50.84
666,36.12,49.75
667,33.11,54.46
668,33.82,51.93
669,35.16,48.01
670,33.35,52.8
671,36.2,49.24
672,34.63,49.84
673,37.09,52.31
674,35.66,55.86
675,34.85,50.53
676,37.05,52.07
677,37.64,51.07
678,38.79,53.09
679,39.69,53.34
680,39.2,49.48
681,37.21,53.16
682,38.29,51.98
683,37.84,52.53
684,39.27,54.46
685,39.66,53.97
686,39.74,53.52
687,39.25,51.11
688,37.42,60.04
689,40.4,53.22
690,39.13,56.25
691,38.96,58.3
692,40.7,51.4
693,39.88,54.87
694,40.91,57.92
695,40.56,59.03
696,41.42,56.56
697,41.45,54.9
698,40.12,59.13
699,40.22,54.76
700,42.82,58.49
701,42.56,59.18
702,41.32,55.94
703,41.76,56.69
704,44.22,60.46
705,41.02,59.33
706,42.6,57.02
707,41.61,58.65
708,43.94,56.44
709,41.82,55.41
710,42.8,59.0
711,44.26,58.73
712,42.75,58.16
713,43.69,61.69
714,43.82,59.87
715,44.75,59.59
716,43.31,59.33
717,43.63,61.53
718,44.23,60.67
719,45.04,60.58
720,45.1,58.83
721,45.63,62.58
722,45.74,58.13
723,43.45,62.55
724,45.32,59.36
725,44.27,61.43
726,43.45,62.32
727,46.11,61.26
728,45.89,63.65
729,46.59,59.86
730,48.6,62.9
731,46.21,62.38
732,46.16,62.45
733,45.94,58.69
734,46.5,60.15
735,45.8,62.96
736,46.47,58.14
737,47.78,62.63
738,46.83,63.35
739,48.21,60.91
740,48.24,63.49
741,48.71,65.16
742,48.03,62.83
743,47.07,62.95
744,47.59,64.19
745,49.22,61.45
746,47.27,65.28
747,48.35,61.26
748,49.32,61.65
749,48.75,61.28
750,49.55,64.21
751,48.54,61.86
752,46.36,66.48
753,49.13,61.58
754,48.5,66.26
755,50.63,66.66
756,48.73,64.11
757,47.6,59.95
758,48.37,64.86
759,50.06,62.33
760,50.73,60.23
761,50.48,60.75
762,48.52,64.3
763,49.25,64.86
764,50.29,64.0
765,48.91,64.59
766,48.48,61.67
767,48.68,66.19
768,50.83,66.13
769,49.49,64.63
770,51.12,61.47
771,50.5,66.09
772,49.36,64.6
773,49.87,64.02
774,49.71,60.84
775,49.57,63.03
776,48.86,64.77
777,48.92,67.77
778,50.11,67.63
779,51.23,60.98
780,49.56,67.82
781,51.1,61.43
782,49.17,63.26
783,50.37,66.97
784,49.44,66.38
785,49.36,64.8
786,49.26,65.24
787,50.89,62.98
788,50.3,65.85
789,51.16,65.95
790,49.2,66.57
791,50.76,65.64
792,48.99,66.3
793,49.38,64.78
794,49.88,67.94
795,48.29,68.56
796,49.19,62.55
797,51.39,63.37
798,49.55,61.79
799,48.74,63.9
800,49.99,65.67
801,50.51,64.14
802,49.01,63.06
803,51.36,64.61
804,50.65,64.22
805,49.08,65.31
806,50.06,62.82
807,49.19,60.31
808,48.0,68.36
809,50.13,65.09
810,48.18,67.34
811,50.54,65.93
812,50.73,64.14
813,48.46,62.34
814,48.81,65.88
815,48.41,67.22
816,47.42,59.23
817,48.52,63.68
818,49.3,63.56
819,49.01,60.53
820,47.04,63.98
821,48.57,61.86
822,48.9,64.01
823,48.37,61.69
824,46.36,61.55
825,47.62,61.83
826,47.71,64.84
827,46.81,64.92
828,46.73,62.12
829,48.5,61.81
830,48.86,61.99
831,47.05,65.53
832,46.69,59.73
833,48.26,63.08
834,47.97,62.28
835,46.51,62.86
836,45.13,61.7
837,46.91,67.08
838,46.99,60.62
839,46.27,59.88
840,47.3,60.5
841,45.78,63.8
842,46.05,62.8
843,45.74,63.69
844,45.58,59.7
845,46.7,61.74
846,45.13,63.25
847,44.56,60.32
848,48.75,59.62
849,46.07,62.17
850,43.88,65.12
851,44.43,61.34
852,45.07,55.98
853,44.77,59.61
854,46.02,59.6
855,42.97,62.34
856,44.42,59.85
857,44.1,60.14
858,44.86,57.61
859,43.75,56.84
860,42.67,57.48
861,43.18,59.14
862,41.32,59.15
863,43.48,56.19
864,41.13,56.45
865,42.85,59.25
866,43.65,59.58
867,42.29,58.09
868,41.42,57.1
869,41.31,54.08
870,40.89,55.71
871,42.36,54.86
872,41.93,54.33
873,41.89,54.4
874,42.61,55.04
875,40.53,55.53
876,40.91,59.22
877,40.59,55.36
878,39.2,56.8
879,39.82,55.54
880,38.44,53.25
881,38.93,53.89
882,39.63,55.14
883,39.2,54.53
884,38.37,53.16
885,39.25,54.97
886,38.06,55.52
887,37.59,56.97
888,38.66,50.38
889,37.26,56.98
890,36.44,52.0
891,36.31,57.72
892,38.11,53.2
893,38.08,51.29
894,37.37,49.61
895,35.48,54.04
896,38.9,54.57
897,35.45,52.09
898,35.27,53.78
899,35.69,52.02
900,34.0,53.02
901,35.15,52.77
902,34.98,54.81
903,35.17,50.62
904,33.53,55.12
905,34.82,48.94
906,34.89,47.85
907,33.06,51.66
908,34.87,44.5
909,32.1,51.73
910,32.56,48.1
911,31.83,49.77
912,31.31,48.66
913,33.82,44.88
914,31.21,49.02
915,32.79,48.23
916,31.82,47.88
917,30.05,46.04
918,31.08,48.67
919,31.78,48.47
920,28.68,50.07
921,30.34,46.22
922,30.47,46.77
923,28.01,50.24
924,30.12,48.14
925,29.48,51.7
926,30.13,46.48
927,28.23,45.09
928,26.04,48.35
929,28.67,44.91
930,28.26,46.99
931,27.77,46.86
932,27.9,46.29
933,27.48,46.95
934,26.74,44.1
935,27.21,43.83
936,27.19,41.38
937,27.76,42.58
938,26.18,43.69
939,26.74,44.19
940,22.97,43.92
941,24.01,41.53
942,25.5,44.85
943,24.53,41.69
944,23.53,44.67
945,25.6,42.0
946,24.05,42.09
947,21.41,39.88
948,23.39,38.94
949,23.43,42.16
950,23.78,41.56
951,24.36,39.94
952,22.12,43.21
953,22.75,38.91
954,21.8,40.7
955,21.77,40.98
956,21.51,35.3
957,21.0,36.98
958,19.47,37.99
959,21.98,37.19
960,22.33,36.73
961,21.69,39.48
962,20.34,41.57
963,19.09,35.91
964,20.26,38.04
965,20.19,35.84
966,19.73,36.36
967,18.94,38.08
968,19.26,38.46
969,18.57,38.61
970,18.61,36.95
971,18.91,35.91
972,17.89,36.24
973,18.33,36.98
974,17.6,36.84
975,16.38,37.31
976,17.81,35.62
977,16.2,35.42
978,16.62,37.49
979,16.06,37.84
980,17.42,32.37
981,13.06,32.83
982,16.5,33.3
983,15.53,36.28
984,14.88,32.98
985,14.38,37.26
986,15.68,34.32
987,13.52,34.04
988,11.2,35.84
989,14.43,30.08
990,12.96,29.59
991,14.91,28.77
992,12.65,32.0
993,12.25,30.88
994,12.96,28.46
995,12.71,28.64
996,11.5,33.27
997,11.82,34.68
998,12.81,29.35
999,11.38,27.93
1000,10.06,30.25
1001,10.63,28.9
1002,11.47,31.49
1003,12.11,28.37
1004,9.84,28.45
1005,10.16,28.06
1006,9.53,29.8
1007,9.72,27.17
1008,9.06,30.04
1009,10.0,27.02
1010,9.17,27.73
1011,10.37,27.74
1012,6.85,27.16
1013,7.13,30.64
1014,7.78,24.49
1015,8.84,26.75
1016,8.22,28.11
1017,5.18,32.39
1018,7.73,27.56
1019,7.48,24.33
1020,7.5,23.52
1021,7.23,26.17
1022,7.52,28.73
1023,8.79,23.61
1024,6.41,26.41
1025,5.99,25.33
1026,5.77,24.19
1027,6.02,23.15
1028,6.11,26.84
1029,6.23,26.41
1030,6.48,26.92
1031,5.3,27.19
1032,5.1,28.38
1033,3.9,25.01
1034,7.3,27.05
1035,4.1,23.89
1036,4.35,23.52
1037,5.55,21.4
1038,5.24,24.01
1039,6.62,22.14
1040,5.26,25.2
1041,5.13,22.83
1042,3.03,23.72
1043,3.13,22.45
1044,3.6,24.71
1045,4.48,24.54
1046,1.97,25.57
1047,3.06,22.5
1048,3.15,21.48
1049,2.62,24.64
1050,2.48,22.53
1051,2.76,26.41
1052,1.32,23.87
1053,2.73,23.04
1054,1.18,23.08
1055,1.64,22.48
1056,2.74,18.43
1057,2.25,20.45
1058,1.65,22.55
1059,-0.27,24.9
1060,2.27,19.57
1061,0.62,22.35
1062,0.81,21.18
1063,0.4,24.49
1064,1.06,23.16
1065,2.26,19.61
1066,0.06,20.7
1067,-0.39,25.79
1068,1.04,23.23
1069,3.2,23.4
1070,-0.22,22.79
1071,0.2,23.15
1072,0.63,18.31
1073,0.84,22.98
1074,-0.53,24.09
1075,2.73,22.11
1076,1.32,18.66
1077,-0.39,23.57
1078,2.09,19.38
1079,0.56,24.58
1080,1.5,18.17
1081,1.43,21.02
1082,0.6,18.08
1083,-0.03,19.48
1084,0.27,19.47
1085,0.25,20.48
1086,-1.01,23.65
1087,0.94,24.5
1088,-0.38,22.21
1089,-0.27,23.38
1090,-0.47,21.16
1091,0.98,19.68
1092,-0.71,17.46
1093,0.6,19.82
1094,-0.66,16.24
1095,0.18,18.96
1096,1.04,16.72
1097,0.22,20.29
1098,0.1,20.77
1099,2.54,17.36
1100,-0.39,19.96
1101,-0.23,21.31
1102,-2.06,19.35
1103,0.21,19.79
1104,-1.98,20.75
1105,-1.2,22.48
1106,1.51,22.73
1107,-0.85,18.39
1108,-2.21,21.89
1109,0.12,19.32
1110,0.66,23.25
1111,1.22,18.93
1112,0.12,22.53
1113,2.38,17.42
1114,0.48,20.81
1115,0.27,17.52
1116,-0.25,18.8
1117,-0.16,21.61
1118,0.47,22.38
1119,-1.13,21.34
1120,0.26,20.31
1121,-0.09,22.88
1122,0.34,20.58
1123,-1.15,24.14
1124,0.23,19.05
1125,0.09,22.79
1126,1.23,22.37
1127,2.27,21.12
1128,0.37,22.95
1129,1.67,21.54
1130,0.27,21.83
1131,0.82,23.19
1132,2.56,22.16
1133,2.01,22.82
1134,2.44,20.28
1135,1.28,24.19
1136,-0.11,23.88
1137,1.58,22.47
1138,2.33,21.51
1139,1.41,20.58
1140,1.62,21.72
1141,2.92,24.07
1142,2.82,20.68
1143,1.78,19.04
1144,2.56,23.89
1145,2.96,21.71
1146,4.09,24.84
1147,1.67,24.15
1148,1.68,28.69
1149,2.29,24.52
1150,5.63,20.2
1151,3.87,20.69
1152,2.07,24.77
1153,3.17,21.0
1154,4.9,21.24
1155,5.43,22.88
1156,3.42,25.57
1157,5.37,22.12
1158,2.24,26.09
1159,3.94,28.49
1160,3.95,25.92
1161,3.55,24.98
1162,4.24,21.74
1163,5.43,27.02
1164,5.87,23.3
1165,4.99,27.18
1166,4.29,24.05
1167,5.04,24.62
1168,5.27,24.23
1169,5.25,24.36
1170,6.3,23.66
1171,6.14,21.92
1172,4.73,23.98
1173,6.2,28.94
1174,7.52,25.11
1175,7.02,23.73
1176,9.31,27.7
1177,7.57,24.62
1178,8.19,24.07
1179,7.23,26.6
1180,8.15,27.61
1181,8.06,27.76
1182,8.46,24.17
1183,8.62,25.43
1184,8.65,27.77
1185,8.47,26.96
1186,9.9,29.18
1187,7.29,28.12
1188,9.46,27.83
1189,11.31,28.31
1190,11.01,26.19
1191,9.66,24.19
1192,9.39,28.3
1193,10.17,27.38
1194,9.67,26.88
1195,10.99,31.15
1196,8.34,32.06
1197,12.39,30.31
1198,10.7,30.89
1199,11.35,26.31
1200,10.71,26.63
1201,13.57,28.5
1202,12.83,28.2
1203,11.26,32.82
1204,10.34,29.32
1205,12.98,33.15
1206,12.22,29.4
1207,15.08,32.57
1208,12.66,30.57
1209,14.36,33.18
1210,14.0,32.8
1211,14.54,34.4
1212,16.58,32.96
1213,15.2,33.35
1214,15.79,33.44
1215,14.14,34.66
1216,15.61,30.05
1217,17.67,31.07
1218,14.88,33.31
1219,14.64,34.65
1220,16.15,32.33
1221,16.87,32.03
1222,17.58,33.69
1223,17.4,33.6
1224,15.79,40.08
1225,17.53,31.67
1226,18.41,30.5
1227,16.78,37.29
1228,18.77,34.15
1229,17.83,38.24
1230,17.76,35.36
1231,17.74,37.78
1232,19.94,36.94
1233,18.8,36.26
1234,18.55,38.44
1235,19.07,35.75
1236,20.36,36.55
1237,21.56,38.81
1238,22.07,37.86
1239,20.66,35.91
1240,20.12,35.97
1241,21.43,40.38
1242,20.28,41.3
1243,22.11,38.8
1244,22.61,40.55
1245,21.22,40.7
1246,21.4,41.64
1247,22.16,43.05
1248,23.06,39.95
1249,24.01,42.4
1250,22.3,43.64
1251,24.8,41.91
1252,22.63,40.66
1253,24.19,43.05
1254,24.24,37.93
1255,25.7,42.43
1256,23.35,40.17
1257,25.13,42.3
1258,26.32,46.02
1259,24.16,46.54
1260,24.92,42.9
1261,26.34,44.12
1262,24.81,44.74
1263,27.77,42.96
1264,26.66,45.62
1265,26.63,46.16
1266,27.25,47.72
1267,26.38,49.03
1268,27.51,45.38
1269,28.41,45.68
1270,26.33,48.12
1271,27.89,46.98
1272,28.97,44.8
1273,28.81,47.45
1274,28.58,48.05
1275,31.19,48.08
1276,29.7,46.38
1277,30.65,49.05
1278,31.24,48.17
1279,30.6,48.56
1280,30.75,46.8
1281,33.13,47.41
1282,31.34,45.26
1283,31.79,49.03
1284,33.94,47.35
1285,33.58,45.85
1286,32.47,49.03
1287,31.62,47.49
1288,31.22,46.77
1289,35.21,45.73
1290,33.0,49.32
1291,33.24,49.04
1292,34.21,51.48
1293,34.9,51.51
1294,36.15,48.69
1295,34.35,51.0
1296,35.55,47.21
1297,33.42,52.98
1298,35.74,49.62
1299,34.39,50.26
1300,36.05,56.43
1301,35.3,52.84
1302,37.12,50.16
1303,36.24,50.23
1304,35.36,54.44
1305,37.07,53.59
1306,36.58,57.51
1307,38.7,54.73
1308,38.12,51.95
1309,37.4,56.33
1310,37.79,52.81
1311,39.93,53.86
1312,37.69,57.38
1313,38.31,52.58
1314,38.69,52.2
1315,39.0,56.13
1316,37.79,55.77
1317,38.49,56.27
1318,39.97,55.77
1319,40.26,55.62
1320,41.33,55.71
1321,41.18,56.96
1322,40.76,55.91
1323,40.64,57.54
1324,40.37,56.92
1325,41.13,56.59
1326,40.88,56.9
1327,41.84,61.75
1328,40.11,58.52
1329,41.8,57.43
1330,42.42,58.6
1331,42.07,61.38
1332,43.2,58.07
1333,41.72,61.02
1334,42.59,58.36
1335,42.2,57.35
1336,41.6,58.58
1337,42.77,57.2
1338,42.41,59.44
1339,42.47,60.25
1340,42.62,59.99
1341,44.32,59.68
1342,42.43,60.11
1343,43.2,58.92
1344,44.94,58.74
1345,45.29,58.7
1346,45.41,59.95
1347,45.96,58.73
1348,44.97,64.02
1349,45.0,61.62
1350,45.0,57.75
1351,46.39,58.9
1352,48.02,58.51
1353,44.71,58.12
1354,47.26,59.4
1355,47.07,59.9
1356,44.35,58.59
